Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Tajikistan,2790.0,3100.0,2790.0,2790.0,2480.0,2170.0,2170.0,2170.0,2170.0,1860.0,1860.0,1860.0,2170.0,2170.0,2480.0,2480.0,2170.0,2170.0,1860.0,2790.0,2790.0,,,,,,,,,,,,,
Thailand,,,,,17190.12,,,,,,,,,,,,,,,,,,,17118.2,,,,,,,,,,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,467.18,,,,,,,,,,,,,
Togo,,,2638.1,3258.1,2762.1,2783.21,3568.1,3695.2,3757.2,,2346.7,,,,,2895.4,,,,,,,,,,,,,,,,,,
Tonga,,,,,43.4,,,,,,55.8,,,,,,42.78,,,,,,,,,,,,,,,,,
Trinidad and Tobago,332.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,,,,,4261.11,,,,,,5760.73,,,,,,,,,,,,,,,,,,,,,,,
Turkey,83.32,82.64,84.35,87.04,78.73,79.68,81.99,80.25,84.74,85.74,82.82,77.8,77.68,82.84,84.6,87.45,94.46,91.93,87.02,94.81,99.34,102.93,106.75,113.51,115.03,117.54,125.52,130.34,130.62,98.76,57.24,52.8,103.7,97.86
Turkmenistan,,,,,909.01,,,,,,1392.68,,,,1780.92,,,,,,1643.08,,,,,,,,,,,,,
Tuvalu,,,,,0.0,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,
Uganda,,,,,14164.83,,,,,,16724.5,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,179.31,161.98,150.06,140.67,120.79,110.13,95.48,98.04,87.06,79.8,79.81,84.2,85.71,76.65,84.98,86.04,87.22,85.94,103.32,89.89,91.85,111.86,106.99,118.78,118.44,110.73,121.78,116.96,129.69,101.72,58.39,54.59,106.81,98.33
United Arab Emirates,,,,,55118.0,,,,,,6169.0,,,,,6138.0,,,,,,,,,449.82,,,,,,,,,
United Kingdom of Great Britain and Northern Ireland,155.07,155.8,139.32,125.11,127.25,123.02,122.99,123.84,123.71,91.75,89.55,84.44,78.97,77.55,79.37,76.33,72.51,72.68,70.53,65.66,66.8,64.16,63.7,63.47,65.46,63.8,63.56,64.79,64.46,,,,,
United Republic of Tanzania,15082.65,,,,14376.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,1458.47,1425.6,1423.99,1518.02,1468.32,1507.58,1546.5,1498.87,1499.96,1464.43,1420.5,1471.55,1465.26,1466.93,1498.98,1451.79,1438.64,1476.28,1421.63,1417.66,1447.73,1415.62,1316.32,1473.74,1507.6,1489.33,1429.76,1413.62,1458.15,,,,,
Uruguay,7254.0,,,,7812.0,,,,10594.47,,7507.89,,10217.57,,8282.58,,11545.14,,11873.93,,8466.72,,9768.1,,9202.07,,8575.65,8823.53,,,,,,
Uzbekistan,12840.8,13354.7,13329.7,12747.6,11991.1,11428.4,11331.2,11132.0,11195.4,10858.4,10682.2,10350.9,10594.1,10428.8,10438.1,9421.2,9068.8,9118.8,9539.3,9989.2,10479.6,10966.9,11203.7,,,,,,,,,,,
Vanuatu,,,,,9.02,,,,,,179.8,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (Bolivarian Republic of),,,,,,,,,,16144.8,,,,,,,,,,,,,,,,,,,,,,,,
Viet Nam,,,,,10177.3,,,,,,16389.7,,,,,,,,,,32696.29,,,34645.6,,,,,,,,,,
Yemen,,,,,,4660.85,,,,,3769.6,,,,,,,,,,4789.5,,6916.1,,,,,,,,,,,
Zambia,,,,,19470.08,,,,,,5328.71,,,,,,,,,,,,,,,,,,,,,,,
Zimbabwe,,,,,2982.25,,,,,,36195.6,,,,,,4825.77,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
